Subject,Course No,Name,Gen Ed,Major ,Major,Major,Pre req,Pre req,Pre req,Pre req
Physics,853,Sptp Solid State Phy,,,,,,,,
Physics,890B,The Gluckstern Lectures in Biological Physics,,,,,,,,
Physics,890D,Advanced Data Analysis,,,,,,,,
,,,,,,,,,,
Plant Biology,696,Independent Study,,,,,,,,
,,,,,,,,,,
Political Science,H492N,Contemporary Constitutional Issues,,,,,,,,
Political Science,101,American Politics,SB ,,,,,,,
Political Science,111,Comparative Politics,SB G,,,,,,,
Political Science,121,World Politics,SB,,,,,,,
Political Science,121H,World Politics,,,,,,,,
Political Science,162,Intr Constitutnl Law,,,,,,,,
Political Science,163,Intr Civil Liberties,,,,,,,,
Political Science,171,Introduction to Political Theory,SB,,,,,,,
Political Science,181,Controversies in Public Policy,,,,,,,,
Political Science,191POLSC1,FYS  First Year Seminar in College Success,,,,,,,,
Political Science,193S,S: College Life in POLISCI,,,,,,,,
Political Science,201,American Politics Through Film,HS,,,,,,,
Political Science,203,Amer Pol Thought,HS,,,,,,,
Political Science,208,Pol Parties & Elctns,,,,,,,,
Political Science,214,Urban Gov & Politics,,,,,,,,
Political Science,219,StateLocal Govermnt,,,,,,,,
Political Science,220,Public Administratn,,,,,,,,
Political Science,236,Russian Politics,,,,,,,,
Political Science,239,GovPol Of West Euro,,,,,,,,
Political Science,245,GovPol Engl Spk Crb,,,,,,,,
Political Science,249,Canadian Politics,,,,,,,,
Political Science,250,Citznshp/Nuclear Age,,,,,,,,
Political Science,252,"Globalization, Governance, and World Order",,,,,,,,
Political Science,252H,"Globalization, Governance, and World Order, Honors",,,,,,,,
Political Science,255,Amer Foreign Policy,SB,,,,,,,
Political Science,260,Fixing American Domestic Policy,,,,,,,,
Political Science,270,Ancient Pol Thought,,,,,,,,
Political Science,271,Modern Pol Thought,,,,,,,,
Political Science,273,Power,,,,,,,,
Political Science,277,Making a Global World,HS,,,,,,,
Political Science,280,Public Policy,SB,,,,,,,
Political Science,281,Comparative Political Economy,,,,,,,,
Political Science,290B,"American Political Ideologies: Left, Right, and Beyond",,,,,,,,
Political Science,290L,Introduction to Legal Reasoning,,,,,,,,
Political Science,290P,"Power, Privilege and Inequality on a Global Scale",,,,,,,,
Political Science,291D,Seminar Democracy and Citizenship,,,,,,,,
Political Science,291F,SThe Politics of Food,,,,,,,,
Political Science,291FC,"SThe Financial Crisis, Occupy Wall Street, and the One Percent",,,,,,,,
Political Science,291J,Seminar Interest Group Politics and Elections,,,,,,,,
Political Science,291L,Seminar Comparative Leadership & Institutions: US and Argentina,,,,,,,,
Political Science,291M,Seminar American Politics through Music,,,,,,,,
Political Science,291P,SComparative Public Policy: Pakistan & U.S.,,,,,,,,
Political Science,291PF,SPolitical Economy of Food,,,,,,,,
Political Science,291PS,SeminarPublic Speaking,,,,,,,,
Political Science,291U,SeminarUMass Women Into Leadership,,,,,,,,
Political Science,292B,SAsian Public Policy,,,,,,,,
Political Science,292E,"Seminar Experiments in Political Persuasion, Perception, Power, Prejudice, and Policy",,,,,,,,
Political Science,292P,Special Topics Political Leadership,,,,,,,,
Political Science,293C,SeminarCity Politics and Sports,,,,,,,,
Political Science,293P,SeminarThe Politics of Housing,,,,,,,,
Political Science,293PC,Seminar Postcolonial Political Thought,,,,,,,,
Political Science,295G,SGlobal & World Order,,,,,,,,
Political Science,297E,STAm Polit Thr Film,,,,,,,,
Political Science,297GL,"Special Topics Gender, Law and Politics",,,,,,,,
Political Science,297K,STPolitical Organizations,,,,,,,,
Political Science,297ML,MA Legislator: Campaign to the State House,,,,,,,,
Political Science,297PR,Special Topics The 2016 Presidential Election & Political Theory,,,,,,,,
Political Science,297R,STOfficial Secrecy in the U.S. Government,,,,,,,,
Political Science,297T,STAnarchism & Revolution: Spanish Civil War,,,,,,,,
Political Science,297TV,Special Topics Law in Film and TV,,,,,,,,
Political Science,297TVISH,Special Topics Law in Film and TV with Honors Independent Study,,,,,,,,
Political Science,297V,Special Topics Weighing the Evidence: Reasoning Under Uncertainty for Policy and Law,,,,,,,,
Political Science,297W,STIntroduction to Women & Politics in the USA,,,,,,,,
Political Science,297WH,STIntroduction to Women & Politics in the USA,,,,,,,,
Political Science,302I,The American Presidency,,,,,,,,
Political Science,305,CongressLegsltv Prc,,,,,,,,
Political Science,307,Black Politics,,,,,,,,
Political Science,308,Public Opinion in Politics,,,,,,,,
Political Science,317,Massachusetts Poltcs,,,,,,,,
Political Science,320,Public Administration,,,,,,,,
Political Science,328,Research Methods for Political & Social Sciences,,,,,,,,
Political Science,329,Political Psychology,,,,,,,,
Political Science,332,GovtPol Scandinavia,,,,,,,,
Political Science,335,GovPol E Cent Europ,,,,,,,,
Political Science,338,"Nationalism, Ethnicity & Identity in Politics",,,,,,,,
Political Science,340,Latin American Politics,,,,,,,,
Political Science,341,Gov&Pol Cn AmHs Crb,,,,,,,,
Political Science,343,GovPol East Africa,,,,,,,,
Political Science,344,Pol Sys Spain & Port,,,,,,,,
Political Science,345,Rvltn Ntlsm Impr Crb,,,,,,,,
Political Science,346,GovPol West Africa,,,,,,,,
Political Science,350H,Diversity and Politics,,,,,,,,
Political Science,351,International Security Policies,,,,,,,,
Political Science,352,InterAmer Relations,,,,,,,,
Political Science,353,Reprsntatn WarPeace,,,,,,,,
Political Science,354,Topics in International Relations,,,,,,,,
Political Science,356,International Law,,,,,,,,
Political Science,357,Intn'l Organizatio,,,,,,,,
Political Science,359,International Political Economy,,,,,,,,
Political Science,360,Constitutional Law,,,,,,,,
Political Science,361,Civil Liberties,,,,,,,,
Political Science,361HH,Civil Liberties with Honors Colloquium,,,,,,,,
Political Science,362,Pol Law & Jud Behav,,,,,,,,
Political Science,363,The Politics Of Law,,,,,,,,
Political Science,365,BillRght/Equal Prot,,,,,,,,
Political Science,366,The First Amendment,,,,,,,,
Political Science,367,The Supreme Court,,,,,,,,
Political Science,373,Contemporary Political Theory,,,,,,,,
Political Science,373H,Contemporary Political Theory,,,,,,,,
Political Science,375,Feminist Theory & Politics,,,,,,,,
Political Science,376,What is Politics?,,,,,,,,
Political Science,377,Interpretation & Analysis in Political Science,,,,,,,,
Political Science,379,"Race, Class, and the Politics of Education",,,,,,,,
Political Science,380,Social Welfare Policy,,,,,,,,
Political Science,381,"Hlth, EducArts Plcy",,,,,,,,
Political Science,382,Environmental Policy,,,,,,,,
Political Science,385,Comp Public Policy,,,,,,,,
Political Science,386,Crimnl Justice Polcy,,,,,,,,
Political Science,388,Corporate Lobbying and the Global Economy,,,,,,,,
Political Science,390C,Civilians in Conflict,,,,,,,,
Political Science,390E,Election Law in the U.S.,,,,,,,,
Political Science,390EH,"Election Law in the U.S., Honors",,,,,,,,
Political Science,391A,SLife Beyond Umass: Workshop on Professional Development,,,,,,,,
Political Science,391AK,"SRace, Politics & AfricanAmerican Athletes",,,,,,,,
Political Science,391AP,Seminar Art & Politics,,,,,,,,
Political Science,391E,SRules of War,,,,,,,,
Political Science,391F,SPrivacy and the Law,,,,,,,,
Political Science,391FPH,Seminar Framing Public Policies and the News,,,,,,,,
Political Science,391GP,SGreen Politics and Theory,,,,,,,,
Political Science,391MN,"SeminarMoney, Influence, and Politics",,,,,,,,
Political Science,391MP,SMedia and Politics,,,,,,,,
Political Science,391NS,SGlobal Politics of Climate Change: NorthSouth Relations,,,,,,,,
Political Science,391PC,Seminar Immigration: Politics and Policy,,,,,,,,
Political Science,391PD,Seminar International Program Development,,,,,,,,
Political Science,391PL,Seminar Political Organizations,,,,,,,,
Political Science,391PN,Seminar Political Network Analysis,,,,,,,,
Political Science,391PS,Seminar Peace and Security: From Preventive Diplomacy to Humanitarian Intervention,,,,,,,,
Political Science,391PT,SMedieval Political Thought,,,,,,,,
Political Science,391VT,SHunger Games: Political Oppression & Rebellion,,,,,,,,
Political Science,391W,SPolitics of Legal Education,,,,,,,,
Political Science,391WM,"Seminar Women, Media, and Politics",,,,,,,,
Political Science,392AP,"Seminar Activism, Participation, and Protest",,,,,,,,
Political Science,392BG,Seminar Business and Government,,,,,,,,
Political Science,392F,SGlobal Energy Politics,,,,,,,,
Political Science,392MP,SMoney and Politics,,,,,,,,
Political Science,392T,Seminar African American Political Thought,,,,,,,,
Political Science,393A,"SNationlsm,EthnicityIdentity",,,,,,,,
Political Science,393M,Seminar Media in American Politics,,,,,,,,
Political Science,393R,SeminarIslamic Political Thought,,,,,,,,
Political Science,394AI,Modern Arab Political Thought,,,,,,,,
Political Science,394CI,Central Asian Politics,,,,,,,,
Political Science,394FI,Family and the State,,,,,,,,
Political Science,394II,International Envrironmental Politics and Policy,,,,,,,,
Political Science,394IIH,"International Environmental Policy and Politics, Honors",,,,,,,,
Political Science,394LI,The Language of Politics,,,,,,,,
Political Science,394PI,Power 2,,,,,,,,
Political Science,394RI,Political Polling & Survey Research,,,,,,,,
Political Science,394RIH,"Political Polling & Survey Research, Honors",,,,,,,,
Political Science,394SI,Student Conflict and the Law,,,,,,,,
Political Science,394SPH,"Sports, Policy, and Politics Honors",,,,,,,,
Political Science,394TI,Technology Power and Governance,,,,,,,,
Political Science,394Z,SRussian Foreign Policy,,,,,,,,
Political Science,395F,SWomen and Politics,,,,,,,,
Political Science,395G,SDebating Development,,,,,,,,
Political Science,395GGH,Seminar Political Gender Gap:Emotional or Strategic?,,,,,,,,
Political Science,395J,SPublic Policy in Pakistan and Iraq,,,,,,,,
Political Science,395M,"Seminar US Social Movement Politics, 19501992",,,,,,,,
Political Science,395S,"History of U.S. Social Policy, Politics of Gender, Race, and Class",,,,,,,,
Political Science,397AC,STAt the Crossroads: the Caucasus between the East and the West,,,,,,,,
Political Science,397D,STArgumentation & Debate,,,,,,,,
Political Science,397DN,Special Topics Diplomacy and International Negotiation,,,,,,,,
Political Science,397EL,Special Topics State and Local Leadership in the Millennial Era,,,,,,,,
Political Science,397EP,Seminar Environmental Political Thought,,,,,,,,
Political Science,397LT,Special Topics Leadership and Public Policy in History and Today,,,,,,,,
Political Science,397N,STPolitics of International Justice,,,,,,,,
Political Science,397PE,Special Topics The First 5 Months of the _____ Presidency,,,,,,,,
Political Science,397RH,STInternational Regimes in Theory and Practice,,,,,,,,
Political Science,397RP,"STRussian Politics, Law and Society",,,,,,,,
Political Science,397SP,STPostSoviet Foreign and Security Policy,,,,,,,,
Political Science,397TWH,"STerrorism, War & Democracy",,,,,,,,
Political Science,397WP,War and American Political Development,,,,,,,,
Political Science,473,Is Democracy Possible Everywhere?,,,,,,,,
Political Science,491H,SDemocracy & Democratization,,,,,,,,
Political Science,492ND,Seminar The Drama of Equal Protection,,,,,,,,
Political Science,524,Administrative Law,,,,,,,,
Political Science,596,Independent Study,,,,,,,,
Political Science,620,Pub Administration,,,,,,,,
Political Science,631,Pol Dev & Modnztion,,,,,,,,
Political Science,632,GovPol Scandinavia,,,,,,,,
Political Science,634,GovPol Of Japan,,,,,,,,
Political Science,635,GovPol E Cent Eur,,,,,,,,
Political Science,636,Gov & Pol Sovt Union,,,,,,,,
Political Science,640,GovPol Latin Amer,,,,,,,,
Political Science,643,GovPol East Africa,,,,,,,,
Political Science,644,Pol Sys Spain & Port,,,,,,,,
Political Science,645,GovPol Caribbean,,,,,,,,
Political Science,650,Soviet Foreign Polcy,,,,,,,,
Political Science,654,Interntl Relations,,,,,,,,
Political Science,656,International Law,,,,,,,,
Political Science,658,Intern RelatnsAsia,,,,,,,,
Political Science,660,Constitutional Law,,,,,,,,
Political Science,661,Civil Liberties,,,,,,,,
Political Science,662,Pol Law & Jud Behav,,,,,,,,
Political Science,670,Ancient Pol Thought,,,,,,,,
Political Science,671,Modern Pol Thought,,,,,,,,
Political Science,674,Probs In Pol Thought,,,,,,,,
Political Science,675,Feminist ThryPoltcs,,,,,,,,
Political Science,685,Comp Public Policy,,,,,,,,
Political Science,687,Amer Public Policy,,,,,,,,
Political Science,690C,Civilians in Conflict,,,,,,,,
Political Science,691T,"STechnology, Power & Governance",,,,,,,,
Political Science,702,American Presidency,,,,,,,,
Political Science,703,Legislative Process,,,,,,,,
Political Science,704,American Federalism,,,,,,,,
Political Science,705,American Founding,,,,,,,,
Political Science,708,Am Pltcl Party Systm,,,,,,,,
Political Science,710,Proseminar  Comparative Politics,,,,,,,,
Political Science,720,Intrntl Reltns Pros,,,,,,,,
Political Science,723,Intrntl Rltns Prblm,,,,,,,,
Political Science,724,Intrntl Institutns,,,,,,,,
Political Science,732,Prob In Public Admin,,,,,,,,
Political Science,733,Pub Ad Org ThrPolsc,,,,,,,,
Political Science,734,Pub Admin Respnsblty,,,,,,,,
Political Science,735,Pub Personnel Admin,,,,,,,,
Political Science,736,Public Budgeting,,,,,,,,
Political Science,737,Pblc Sctr Labor Rel,,,,,,,,
Political Science,739,Pub Adm Intrn Reprt,,,,,,,,
Political Science,750,Research Design,,,,,,,,
Political Science,755,Introduction to Quantitative Analysis,,,,,,,,
Political Science,761,TutrlPolitcl Thry,,,,,,,,
Political Science,778,European Politics,,,,,,,,
Political Science,780,Public Policy,,,,,,,,
Political Science,782,Poltcl Ecnmy Pub Pol,,,,,,,,
Political Science,783,Public Welfare Polcy,,,,,,,,
Political Science,784,Environmental Policy,,,,,,,,
Political Science,786,Policy Evaluation,,,,,,,,
Political Science,787,Policy AnalysChoice,,,,,,,,
Political Science,791BB,SCitizenship,,,,,,,,
Political Science,791EA,Seminar Empirical Analysis of Ideologies,,,,,,,,
Political Science,791J,SAmerican Political Development,,,,,,,,
Political Science,791P,SSocial and Political Network Analysis,,,,,,,,
Political Science,791PA,SPolitical Ethnography,,,,,,,,
Political Science,791RC,"Seminar Comparative Political Theory: Race, Civilization, and Empire",,,,,,,,
Political Science,791V,SPolitical Behavior,,,,,,,,
Political Science,792AP,SKnowledge Power Fragility: Platonic/Aritstotelian,,,,,,,,
Political Science,792CJ,Seminar Comparative Judicial Politics,,,,,,,,
Political Science,792DD,"Seminar Distance, Deceit, and Denial",,,,,,,,
Political Science,792E,SPolitical Organizations,,,,,,,,
Political Science,792L,Seminar Law and American Democracy,,,,,,,,
Political Science,792MA,SModern Arab Political Thought,,,,,,,,
Political Science,792MP,SMoney and Power,,,,,,,,
Political Science,792ND,SThe Drama of Constitutional Equality,,,,,,,,
Political Science,792PE,SeminarPolitical Economy of Development,,,,,,,,
Political Science,792R,Seminar Heidegger and Contemporary Radical Political Theory,,,,,,,,
Political Science,793G,Seminar Topics in Public Opinion and Political Behavior,,,,,,,,
Political Science,793R,SMedieval Political Thought,,,,,,,,
Political Science,795E,SCollective Action & Political Change,,,,,,,,
Political Science,795F,Seminar Feminist Politics: Comparative and Transnational Perspectives,,,,,,,,
Political Science,795K,Seminar Foucault,,,,,,,,
Political Science,797CS,Special Topics Human and NonHuman Agencies,,,,,,,,
Political Science,797GG,Special Topics Globalization and Global Governance,,,,,,,,
Political Science,797JA,Special Topics Organization Theory & Institutional Analysis,,,,,,,,
Political Science,797PT,Special Topics Populism and Trump,,,,,,,,
Political Science,797SR,Special Topics Survey Research Methods,,,,,,,,
Political Science,797W,"STSelected Topics in American Parties, Campaigns & Elections",,,,,,,,
,,,,,,,,,,
Polish,197B,Special Topics Introduction to Polish,,,,,,,,
Polish,230,Intermediate Polish I,,,,,,,,
,,,,,,,,,,
Polymer Science & Engineering,501,Introduction to Polymer Science and Engineering,,,,,,,,
Polymer Science & Engineering,590A,Nanotechnology from Lab to Product,,,,,,,,
Polymer Science & Engineering,602,Poly Charctrzatn Lab,,,,,,,,
Polymer Science & Engineering,603,Polymer Syn Lab,,,,,,,,
Polymer Science & Engineering,604,Intro Polymer Engin,,,,,,,,
Polymer Science & Engineering,607,Int Synthtc Poly Chm,,,,,,,,
Polymer Science & Engineering,608,Phys Chem Polymer I,,,,,,,,
Polymer Science & Engineering,696,Independent Study,,,,,,,,
Polymer Science & Engineering,698T,PracPolymer Concepts: K  12 Modules,,,,,,,,
Polymer Science & Engineering,720,Viscoelasticity,,,,,,,,
Polymer Science & Engineering,721,Polymer Morphology,,,,,,,,
Polymer Science & Engineering,731,Polymer Properties,,,,,,,,
Polymer Science & Engineering,733,Molecular Mechanics,,,,,,,,
Polymer Science & Engineering,735,Inractn Rdtn Mttr I,,,,,,,,
Polymer Science & Engineering,736,Polym Surfc Adsorptn,,,,,,,,
Polymer Science & Engineering,737,Polymr Reactor Engin,,,,,,,,
Polymer Science & Engineering,740,Vib Spec Macromols,,,,,,,,
Polymer Science & Engineering,742,Biopolymers,,,,,,,,
Polymer Science & Engineering,745,Colloidal Phenomena,,,,,,,,
Polymer Science & Engineering,757,Polymer Rheology,,,,,,,,
Polymer Science & Engineering,758,Polymer Processing,,,,,,,,
Polymer Science & Engineering,760,Orgnc Plymrztn Rctn,,,,,,,,
Polymer Science & Engineering,786,Research Proposal I,,,,,,,,
Polymer Science & Engineering,789,Phys Chem Polymer II,,,,,,,,
Polymer Science & Engineering,796P,Independent Study  Polymer Assembly,,,,,,,,
Polymer Science & Engineering,797AR,Special Topics Advanced Rheology,,,,,,,,
Polymer Science & Engineering,797CT,STConstitutive Theories for Polymer Fluids and Gels,,,,,,,,
Polymer Science & Engineering,797EM,STElectron Microscopy  Theory and Practice,,,,,,,,
Polymer Science & Engineering,797ET,STEquilibrium Theory of Fluctuations & Defects in MesoOrdered Materials,,,,,,,,
Polymer Science & Engineering,797MR,STIntroduction to SolidState NMR,,,,,,,,
Polymer Science & Engineering,797N,STAdv Practical Nmr,,,,,,,,
Polymer Science & Engineering,797NS,STElements of Numerical Simulation and Computational Models for Soft Molecular Systems,,,,,,,,
Polymer Science & Engineering,797PA,STPaint,,,,,,,,
Polymer Science & Engineering,797PI,STPolymer Interfaces and Thin Film,,,,,,,,
Polymer Science & Engineering,797SA,STSpectroscopic Analysis of Polymeric Structures,,,,,,,,
Polymer Science & Engineering,797X,STAdv Polymer Engin,,,,,,,,
Polymer Science & Engineering,891,Seminar,,,,,,,,
,,,,,,,,,,
Portuguese,110,Elem Portuguese I,,,,,,,,
Portuguese,120,Elem Portuguese II,,,,,,,,
Portuguese,126,Intensive Elem Port,,,,,,,,
Portuguese,230,Intermediate Port I,,,,,,,,
Portuguese,240,Intermediate Port II,,,,,,,,
Portuguese,246,Intensive Intermediate Portug,,,,,,,,
Portuguese,301,Conversatnl Port I,,,,,,,,
Portuguese,302,Conversatnl Port II,,,,,,,,
Portuguese,311,Advanced Grammar,,,,,,,,
Portuguese,312,Advanced Composition,,,,,,,,
Portuguese,315,Portuguese Civilization,,,,,,,,
Portuguese,316,Brazil,,,,,,,,
Portuguese,320,Intro Port Lit I,,,,,,,,
Portuguese,321,Introduction to Portuguese Lit II,,,,,,,,
Portuguese,397S,Special Topics Portuguese Heritage Speakers,,,,,,,,
Portuguese,408,Brazil in Film & Fiction,,,,,,,,
Portuguese,470,General View of Portuguese Linguisitics,,,,,,,,
Portuguese,597MR,Special Topics Medieval and Renaissance Literature,,,,,,,,
Portuguese,597NL,STNew History and Literature,,,,,,,,
Portuguese,597P,STPortuguese and Brazilian Modernisms,,,,,,,,
Portuguese,697R,Special Topics Machado de Asis,,,,,,,,
,,,,,,,,,,
Psychology & Brain Sciences,100,Introductory Psychology,SB,,,,,,,
Psychology & Brain Sciences,100C,Elementary Psych,,,,,,,,
Psychology & Brain Sciences,100G,Elementary Psych,,,,,,,,
Psychology & Brain Sciences,100K,Elementary Psych,,,,,,,,
Psychology & Brain Sciences,100W,Elementary Psych,,,,,,,,
Psychology & Brain Sciences,100X,Elementary Psych,,,,,,,,
Psychology & Brain Sciences,110,Introduction to Psychology as a Biological Science,,,,,,,,
Psychology & Brain Sciences,192A,Seminar Applications of Psychological Science,,,,,,,,
Psychology & Brain Sciences,197SCR1,SCResearch Intensives,,,,,,,,
Psychology & Brain Sciences,201H,What Makes Us Human,SB,,,,,,,
Psychology & Brain Sciences,213,Human Sexual Behav,,,,,,,,
Psychology & Brain Sciences,215,Cogitation,,,,,,,,
Psychology & Brain Sciences,217,Psych Of Cruelty & Kindness,,,,,,,,
Psychology & Brain Sciences,240,Statistics In Psychology,R2,,,,,,,
Psychology & Brain Sciences,240S,Statistics In Psych,,,,,,,,
Psychology & Brain Sciences,241,Meth Inqry In Psych,,,,,,,,
Psychology & Brain Sciences,241H,Methods of Inquiry in Psychology,,,,,,,,
Psychology & Brain Sciences,295H,Departmental Honors Seminar,,,,,,,,
Psychology & Brain Sciences,297A,Special Topics Disabilities and Development,,,,,,,,
Psychology & Brain Sciences,297E,Special Topics Family Psychology,,,,,,,,
Psychology & Brain Sciences,297R,Special Topics Risk and Resilience in the Lives of First Time Young Parents,,,,,,,,
Psychology & Brain Sciences,304,"Brain,MindBehavior",,,,,,,,
Psychology & Brain Sciences,304H,"Brain,MindBehavior",,,,,,,,
Psychology & Brain Sciences,305,Educational Psych,,,,,,,,
Psychology & Brain Sciences,306,Psy Excl:Lesbian Exp,,,,,,,,
Psychology & Brain Sciences,307,Industrial Psych,,,,,,,,
Psychology & Brain Sciences,308,Psychology Of Women,,,,,,,,
Psychology & Brain Sciences,308H,Psychology Of WomenHonors,,,,,,,,
Psychology & Brain Sciences,315,Cognitive Psych,,,,,,,,
Psychology & Brain Sciences,315H,Cognitive Psych  Honors,,,,,,,,
Psychology & Brain Sciences,318,Psychology Of Language,,,,,,,,
Psychology & Brain Sciences,318H,Psychology of LanguageHonors,,,,,,,,
Psychology & Brain Sciences,320,Learn & Think,SB,,,,,,,
Psychology & Brain Sciences,330,Behavioral Neuroscience,,,,,,,,
Psychology & Brain Sciences,335,Behavioral Neuroendocrinology,,,,,,,,
Psychology & Brain Sciences,350,Developmental Psychology,,,,,,,,
Psychology & Brain Sciences,350S,Child Behav & Devel,,,,,,,,
Psychology & Brain Sciences,351R,SemTh & App For Chg,,,,,,,,
Psychology & Brain Sciences,355,Adolescent Psych,,,,,,,,
Psychology & Brain Sciences,360,Social Psychology,,,,,,,,
Psychology & Brain Sciences,365,Psychology Of Aging,,,,,,,,
Psychology & Brain Sciences,370,Personality,,,,,,,,
Psychology & Brain Sciences,380,Abnormal Psychology,,,,,,,,
Psychology & Brain Sciences,380HH,Abnormal Psychology with Honors Colloquium,,,,,,,,
Psychology & Brain Sciences,382,Clinical Psychology,,,,,,,,
Psychology & Brain Sciences,383,Theory and Practice of Counseling and Psychotherapy,,,,,,,,
Psychology & Brain Sciences,391AC,SThe Science of Happiness,,,,,,,,
Psychology & Brain Sciences,391AD,SPsychology of Adoption,,,,,,,,
Psychology & Brain Sciences,391AF,Seminar Science of Sleep,,,,,,,,
Psychology & Brain Sciences,391BA,Seminar Hormonal Influences on Human Behavior,,,,,,,,
Psychology & Brain Sciences,391BN,SAdvanced Topics in Behavioral Neuroscience,,,,,,,,
Psychology & Brain Sciences,391BP,SAbnormal Child Psychology,,,,,,,,
Psychology & Brain Sciences,391BR,SBrain and Cognitive Development,,,,,,,,
Psychology & Brain Sciences,391C,SInfancy,,,,,,,,
Psychology & Brain Sciences,391CA,Seminar Challenges in Child and Adolescent Development,,,,,,,,
Psychology & Brain Sciences,391CD,STreating Childhood Disorders,,,,,,,,
Psychology & Brain Sciences,391CE,Seminar The Psychology of Current Events,,,,,,,,
Psychology & Brain Sciences,391CL,Seminar Cultural Psychology,,,,,,,,
Psychology & Brain Sciences,391CS,SCase Studies in Helping,,,,,,,,
Psychology & Brain Sciences,391D,SConsciousness,,,,,,,,
Psychology & Brain Sciences,391DA,SDiversity Among Contemporary American Families,,,,,,,,
Psychology & Brain Sciences,391DM,SBehavioral Decision Making,,,,,,,,
Psychology & Brain Sciences,391E,SAdv Topics in Clinical Psych,,,,,,,,
Psychology & Brain Sciences,391ED,Seminar Emotion Dysregulation across Psychopathology,,,,,,,,
Psychology & Brain Sciences,391EE,SObesity,,,,,,,,
Psychology & Brain Sciences,391EM,SEvent Memory in Life and the Lab,,,,,,,,
Psychology & Brain Sciences,391EN,SeminarEducational Neuroscience,,,,,,,,
Psychology & Brain Sciences,391EP,Seminar The Science of Emotions and Psychological Disorders,,,,,,,,
Psychology & Brain Sciences,(391FA),Seminar Children Without Permanent Homes: The Future of Adoption ** available as of 01/01/2018,,,,,,,,
Psychology & Brain Sciences,391FC,"SIntersections of Race, Class and Gender in the Family Context",,,,,,,,
Psychology & Brain Sciences,391FN,SeminarNeuroscience of Learning and Decision Making: Foundations of Neuroeconomics,,,,,,,,
Psychology & Brain Sciences,391FS,SDiverse Family Systems,,,,,,,,
Psychology & Brain Sciences,391G,SChild Family & Community,,,,,,,,
Psychology & Brain Sciences,391GC,SInternational Justice in the Age of Global Conflict,,,,,,,,
Psychology & Brain Sciences,391GD,SGender Development,,,,,,,,
Psychology & Brain Sciences,391GE,Seminar Behavioral Genetics and Epigenetics,,,,,,,,
Psychology & Brain Sciences,391GM,Seminar Gender and Mental Health,,,,,,,,
Psychology & Brain Sciences,391KN,SOrigins of Knowledge,,,,,,,,
Psychology & Brain Sciences,391LM,Seminar Language and the Mind,,,,,,,,
Psychology & Brain Sciences,391MD,Seminar Memory Distortions,,,,,,,,
Psychology & Brain Sciences,391MM,Seminar Modeling the Mind,,,,,,,,
Psychology & Brain Sciences,391MP,SMoral Psychology,,,,,,,,
Psychology & Brain Sciences,391MU,"SMusic, Mind and Brain",,,,,,,,
Psychology & Brain Sciences,391NE,SNeuroethics,,,,,,,,
Psychology & Brain Sciences,391NM,Seminar Cognitive Neuroscience of Memory,,,,,,,,
Psychology & Brain Sciences,391NR,SAdv Topics in Neuroscience,,,,,,,,
Psychology & Brain Sciences,391NS,SeminarNeurobiology of Sensation,,,,,,,,
Psychology & Brain Sciences,391NU,SNeuroplasticity,,,,,,,,
Psychology & Brain Sciences,391PA,Seminar Psychopathology of Childhood and Adolescence,,,,,,,,
Psychology & Brain Sciences,391PC,SNeurobiology of Parental Care,,,,,,,,
Psychology & Brain Sciences,391PS,Seminar Using Psychological Science to Inform Public Policy,,,,,,,,
Psychology & Brain Sciences,391QQ,SAnimal Cognition,,,,,,,,
Psychology & Brain Sciences,391RM,"Seminar Neuroscience of Reward, Motivation and Addiction",,,,,,,,
Psychology & Brain Sciences,391RR,SDevelopmental Cognitive Neuroscience,,,,,,,,
Psychology & Brain Sciences,391S,Seminar Psych Prejudice Stereotyping,,,,,,,,
Psychology & Brain Sciences,391SC,SScientific Studies of Consciousness,,,,,,,,
Psychology & Brain Sciences,391SL,Seminar American Sign Language,,,,,,,,
Psychology & Brain Sciences,391SM,SStigma and Mental Illness,,,,,,,,
Psychology & Brain Sciences,391SP,SSpeakeasy: Learning Language in an age of media and technology,,,,,,,,
Psychology & Brain Sciences,391SS,SPrejudice & Intergroup Relations,,,,,,,,
Psychology & Brain Sciences,391ST,Seminar American Sign Language II,,,,,,,,
Psychology & Brain Sciences,391SW,SHuman Cognition in a Social World,,,,,,,,
Psychology & Brain Sciences,391U,SClose Relationships,,,,,,,,
Psychology & Brain Sciences,391UU,SIntellectual Disability and Mental Health,,,,,,,,
Psychology & Brain Sciences,391VM,SCognitive Neuroscience of HighLevel Vision and Memory,,,,,,,,
Psychology & Brain Sciences,391VV,"SPreg, Part, & Postpart Depr",,,,,,,,
Psychology & Brain Sciences,391ZZ,"SPsychology of the Gay, Lesbian and Bisexual Experience",,,,,,,,
Psychology & Brain Sciences,392A,SJunior Year Writing,,,,,,,,
Psychology & Brain Sciences,393P,Seminar Psychology Career Preparation,,,,,,,,
Psychology & Brain Sciences,397D,Special Topics Autism Spectrum Disorder,,,,,,,,
Psychology & Brain Sciences,404,Hist & Contemp Systm,,,,,,,,
Psychology & Brain Sciences,405,Human StressEmotion,,,,,,,,
Psychology & Brain Sciences,420,Lab In Animal Learn,,,,,,,,
Psychology & Brain Sciences,430,Laboratory in Neuroscience,,,,,,,,
Psychology & Brain Sciences,450,Lab Chld Behav & Dev,,,,,,,,
